gene,mean_log_normalized_expression,fraction_of_cells_expressing
NR4A2,0.5369052,0.35883905013192613
SNRPF,0.5366391,0.39313984168865435
AAK1,0.53526443,0.370592468217798
CD63,0.53472054,0.3540417366274886
FIS1,0.53448874,0.38930199088510437
SCAF11,0.5342666,0.3789877668505637
CHURC1,0.5342291,0.38018709522667304
DNAJB1,0.53303194,0.3597985128328136
SNRPB2,0.53291035,0.3789877668505637
PGLS,0.5327501,0.37227152794435114
RABAC1,0.53234816,0.38450467738066685
ATP5C1,0.53101146,0.38426481170544496
TNRC6B,0.5309417,0.3749100503717918
CD47,0.53038585,0.3729911249700168
XRCC6,0.5303444,0.3837850803550012
TAX1BP1,0.5303015,0.3806668265771168
LSM8,0.52945584,0.3828256176541137
CNPY3,0.5293431,0.36363636363636365
SAMHD1,0.5291383,0.36675461741424803
ENSA,0.52851164,0.3837850803550012
IDS,0.52846557,0.3677140801151355
LINC00493,0.52844363,0.37970736387622933
TCF25,0.52814865,0.3768289757735668
PYURF,0.5271826,0.38522427440633245
NDUFS7,0.52674997,0.3837850803550012
C7orf73,0.5262584,0.37347085632046056
CLEC2B,0.52476025,0.36675461741424803
RCSD1,0.52207613,0.3732309906452387
ANKRD44,0.52206457,0.37730870712401055
TXN,0.521384,0.35859918445670425
IQGAP1,0.52136534,0.3597985128328136
EIF2S2,0.5210957,0.3703526025425762
SELT,0.5203283,0.3777884384744543
ZNF706,0.5199125,0.37443031902134805
SNRPN,0.519799,0.3701127368673543
RWDD1,0.51911837,0.3679539457903574
CAPZA1,0.51881385,0.3660350203885824
YWHAQ,0.51824987,0.36963300551691053
SELK,0.5181083,0.3737107219956824
PPP1R18,0.5180572,0.3679539457903574
RNPS1,0.517671,0.3737107219956824
TGFB1,0.5173295,0.3593187814823699
PRDX2,0.5170138,0.3677140801151355
SF3B2,0.5158653,0.37706884144878866
GZMA,0.5155948,0.2422643319740945
SEPT6,0.51499146,0.3653154233629168
ELF1,0.5145725,0.3703526025425762
MYADM,0.5130556,0.34468697529383546
SCP2,0.5130118,0.3727512592947949
HSPA5,0.5128916,0.359078915807148
XBP1,0.5128506,0.3542816023027105
ENY2,0.5126827,0.36555528903813866
RBM8A,0.51212066,0.3732309906452387
NDFIP1,0.5119848,0.3708323338930199
BST2,0.5115437,0.3681938114655793
BCLAF1,0.5110306,0.36675461741424803
RHOH,0.5096323,0.34804509474694173
LSM5,0.50940514,0.36843367714080116
S1PR4,0.50916606,0.36627488606380426
ADD3,0.5090166,0.36435596066202924
CHMP1B,0.50842917,0.3569201247301511
DDT,0.50716954,0.3677140801151355
SHFM1,0.5069415,0.3701127368673543
XRCC5,0.50693053,0.3679539457903574
CNN2,0.506729,0.36123770688414486
C19orf60,0.5065444,0.3720316622691293
GNLY,0.5056429,0.22187574958023507
CKLF,0.50449556,0.3511633485248261
MYO1G,0.50343984,0.3545214679779324
HLA-F,0.5030922,0.359078915807148
CSNK2B,0.5030222,0.36939313984168864
IFI16,0.5029047,0.3540417366274886
IKZF1,0.5022831,0.3597985128328136
ATP6AP2,0.50221384,0.3597985128328136
PCNP,0.5007405,0.3669944830894699
LTA4H,0.49993354,0.33389301990885106
RPL22L1,0.49963903,0.36171743823458863
C9orf78,0.4992545,0.3645958263372511
FLNA,0.49908233,0.3470856320460542
AHNAK,0.49884766,0.3394099304389542
CHCHD10,0.49863872,0.3595586471575917
DDX3X,0.49655282,0.35572079635404175
AP2M1,0.4934363,0.3641160949868074
TMEM50A,0.4929553,0.35835931878148236
TCEA1,0.4926495,0.3573998560805949
CYTIP,0.49259165,0.35380187095226673
AURKAIP1,0.49257734,0.3645958263372511
SRSF11,0.492094,0.35284240825137925
NDUFC2,0.49127463,0.3595586471575917
WSB1,0.49125603,0.34972415447349486
ANXA5,0.49104264,0.3314943631566323
UQCRC2,0.49029264,0.3619573039098105
WDR1,0.49001613,0.35644039337970734
TNFAIP8,0.48926952,0.3542816023027105
DDX21,0.4889576,0.35260254257615736
FCGRT,0.48872328,0.31806188534420726
ERGIC3,0.48865113,0.35859918445670425
DDX24,0.48766986,0.34564643799472294
EIF5,0.48727378,0.35332213960182296
TSC22D4,0.48669732,0.35380187095226673
GNB2,0.48550466,0.355241065003598
CAPZA2,0.4844741,0.35284240825137925
ARHGAP15,0.48374888,0.34516670664427923
HADHA,0.4836077,0.3550011993283761
RASGRP2,0.48180386,0.3439673782681698
LSM3,0.48169947,0.355241065003598
RNF213,0.48096132,0.34180858719117296
VDAC2,0.4809409,0.35596066202926363
TERF2IP,0.48089638,0.3468457663708323
SPI1,0.47906289,0.27920364595826336
MYH9,0.47905925,0.3502038858239386
ARL4C,0.4788955,0.32693691532741664
TAF7,0.4787001,0.34180858719117296
MAP1LC3B,0.478524,0.3473254977212761
TMEM14B,0.4781295,0.3562005277044855
MDH2,0.47784618,0.3530822739266011
BAX,0.47776332,0.34804509474694173
MRPL33,0.4768068,0.3468457663708323
DPP7,0.47621775,0.351403214200048
MOB1A,0.4756625,0.33964979611417606
CASP4,0.47527263,0.34492684096905735
CSK,0.47423482,0.34300791556728233
CD79A,0.47395495,0.20940273446869753
H2AFV,0.47378483,0.34540657231950106
VCAN,0.47365,0.22667306308467258
MAF1,0.47357774,0.3490045574478292
CD247,0.47219974,0.31086591508755096
EIF3I,0.4721438,0.3511633485248261
ETS1,0.47168228,0.3254977212760854
PRDX6,0.47155285,0.34540657231950106
ATF4,0.47027552,0.34012952746461983
CHMP4A,0.47021955,0.34516670664427923
MZT2A,0.46942842,0.3384504677380667
EVI2A,0.4680753,0.3334132885584073
SEPT1,0.46774617,0.330055169105301
EPC1,0.46724364,0.34180858719117296
DBNL,0.4671745,0.3379707363876229
ATP1A1,0.46639946,0.33988966178939795
EIF3A,0.46635714,0.3394099304389542
RBM25,0.4655791,0.3355720796354042
KTN1,0.4655185,0.3341328855840729
PIK3IP1,0.46541062,0.3171024226433197
GLIPR1,0.46504286,0.31326457183976975
GABPB1-AS1,0.4631211,0.3228591988486448
PRDX1,0.46288702,0.3365315423362917
ZNF90,0.46288103,0.33964979611417606
GRK6,0.46284938,0.33773087071240104
SERPINA1,0.4625748,0.2540177500599664
BANF1,0.4624077,0.33964979611417606
OSTC,0.46226957,0.3386903334132886
NCOR1,0.46201086,0.3403693931398417
HLA-DMB,0.46144336,0.29023746701846964
ARF5,0.4611377,0.33773087071240104
ZNF207,0.4604441,0.3360518109858479
DEK,0.46014106,0.3336531542336292
M6PR,0.46009037,0.3355720796354042
UBE2L3,0.45919886,0.3394099304389542
PPP1CC,0.45875338,0.3403693931398417
NUCKS1,0.45874652,0.33221396018229793
GPBP1,0.4585665,0.33988966178939795
CH17-373J23.1,0.45747378,0.29791316862556966
NAA38,0.4571816,0.33725113936195733
PRKCB,0.45715725,0.3199808107459822
RANBP1,0.45652127,0.3420484528663948
DDX6,0.45623893,0.3235787958743104
CDC37,0.4562162,0.33461261693451666
WAS,0.45614082,0.33749100503717916
CANX,0.45606086,0.32693691532741664
LSM6,0.45598045,0.34012952746461983
UQCRFS1,0.45517895,0.33773087071240104
ATRX,0.4542614,0.330055169105301
PNN,0.4540168,0.3307747661309667
ALOX5AP,0.45373172,0.3027104821300072
LUC7L3,0.45330745,0.3226193331734229
ARID4B,0.45323423,0.3276565123530823
ARRB2,0.4525106,0.3283761093787479
SNHG7,0.45147282,0.32405852722475414
CITED2,0.45131576,0.30510913888222596
YPEL3,0.45122558,0.3257375869513073
NDUFB5,0.45110285,0.3331734228831854
DDX18,0.45108038,0.32957543775485726
FAM107B,0.45065543,0.3197409450707604
LMAN2,0.45064223,0.330055169105301
SH3KBP1,0.44960612,0.3302950347805229
EZR,0.44760942,0.32094027344686976
LAMP1,0.44708285,0.3305349004557448
GCC2,0.4466395,0.3197409450707604
AKAP13,0.4461261,0.3283761093787479
BIN1,0.44575936,0.31926121372031663
TTC3,0.44550058,0.3199808107459822
BZW1,0.44549358,0.33221396018229793
HNRNPR,0.44521075,0.32933557207963543
PPIG,0.4451536,0.32909570640441355
GADD45GIP1,0.44487512,0.3334132885584073
SP100,0.44477785,0.320460542096426
TMEM219,0.44465137,0.3252578556008635
ASAH1,0.44463584,0.3017510194291197
PPA1,0.44440803,0.3305349004557448
BSG,0.44437546,0.3252578556008635
GSTO1,0.4438644,0.31878148236987286
ANAPC11,0.44385365,0.3331734228831854
HNRNPD,0.4438213,0.32669704965219476
PPP4C,0.443561,0.3305349004557448
ESD,0.44341442,0.3302950347805229
CSNK1A1,0.442822,0.32669704965219476
TMEM256,0.44255877,0.3283761093787479
ZNHIT1,0.4423994,0.3226193331734229
APEX1,0.44188508,0.32669704965219476
WASF2,0.44155365,0.3233389301990885
GRB2,0.44107798,0.32405852722475414
UBE2B,0.44033977,0.32142000479731353
C19orf70,0.4392705,0.32621731830175105
ECH1,0.43902975,0.3305349004557448
NHP2,0.43846497,0.3252578556008635
PSMD8,0.43819898,0.32429839289997603
PPP1CB,0.43712744,0.31878148236987286
VPS29,0.43684596,0.3202206764212041
CFD,0.43659377,0.24490285440153514
DYNLRB1,0.43619913,0.32717678100263853
C8orf59,0.43590242,0.3195010793955385
GZMM,0.43578577,0.27848404893259776
IGHM,0.4356765,0.19716958503238186
ARL6IP1,0.43547842,0.31902134804509474
NKTR,0.43513533,0.32189973614775724
EIF4H,0.43445083,0.32429839289997603
RAD23A,0.43304032,0.32381866154953226
PSMD4,0.43235436,0.3230990645238666
SBDS,0.432186,0.3144639002158791
TUFM,0.43209955,0.3276565123530823
GIMAP1,0.43167382,0.30846725833533223
BCAP31,0.43166593,0.32094027344686976
SUMO3,0.4305628,0.3173422883185416
MEAF6,0.4298502,0.322379467498201
DDX46,0.42977974,0.3149436315663229
MGST3,0.42962977,0.318541616694651
COX14,0.42949262,0.32405852722475414
C4orf48,0.42893973,0.29935236267690096
NDUFS8,0.42867544,0.31926121372031663
ATP5G1,0.4285755,0.3197409450707604
C9orf142,0.42845112,0.307028064284001
MDM4,0.4282099,0.3091868553609978
CLK1,0.42816147,0.3144639002158791
OCIAD2,0.42792994,0.3077476613096666
PSMB7,0.42783928,0.3235787958743104
TMEM160,0.42778668,0.3195010793955385
TIMP1,0.42711923,0.2883185416166946
SNX17,0.4270252,0.3175821539937635
MRPL54,0.42684746,0.316622691292876
IL16,0.42650068,0.312784840489326
PSMC5,0.42643052,0.3171024226433197
IL10RA,0.42613634,0.30510913888222596
DOK2,0.42602316,0.2988726313264572
RP11-386I14.4,0.4253612,0.27056848165027586
EFHD2,0.42495975,0.28232189973614774
TOMM22,0.42470384,0.316622691292876
FGL2,0.42367667,0.2463420484528664
ALKBH7,0.42352924,0.3144639002158791
ORMDL1,0.4232702,0.3106260494123291
FCMR,0.42284295,0.2938354521467978
CLNS1A,0.42273453,0.32165987047253536
SOD2,0.42263615,0.2840009594627009
PDIA6,0.42260942,0.3120652434636603
ZFAND5,0.42257774,0.2967138402494603
CLTA,0.4225397,0.3077476613096666
TMED10,0.42245823,0.31014631806188536
MPHOSPH8,0.4224426,0.3077476613096666
CCT4,0.42200533,0.3142240345406572
SNRPD1,0.42186174,0.31686255696809784
SSB,0.42141408,0.31398416886543534
CST7,0.42026827,0.21036219716958504
NDUFV2,0.42013714,0.31878148236987286
FAM96B,0.42012024,0.31878148236987286
TAF1D,0.41985548,0.3043895418565603
LINC00936,0.41968706,0.2828016310865915
PLEK,0.41912788,0.27392660110338213
STUB1,0.4177005,0.3123051091388822
ROCK1,0.41743785,0.3113456464379947
DNAJC7,0.41720173,0.31326457183976975
OCIAD1,0.41684186,0.3123051091388822
DNAJC8,0.41682723,0.3077476613096666
LAPTM4A,0.41638055,0.3096665867114416
CTSC,0.4159271,0.29023746701846964
HERPUD1,0.41482466,0.2940753178220197
SIGIRR,0.41460484,0.3027104821300072
MEF2C,0.41362622,0.24802110817941952
RP5-1171I10.5,0.4132198,0.28735907891580714
RASSF5,0.41287577,0.3046294075317822
DNAJA1,0.4128272,0.3034300791556728
UGP2,0.412367,0.3063084672583353
MRPL20,0.41191784,0.30894698968577594
SMCHD1,0.41113493,0.3007915567282322
EIF1B,0.41112408,0.3063084672583353
NONO,0.4111141,0.31014631806188536
ROMO1,0.4104008,0.30534900455744785
IK,0.41012362,0.3015111537538978
DGUOK,0.40981743,0.3067881986087791
MS4A6A,0.409811,0.2245142720076757
FAAP20,0.40954426,0.30558887023266973
RALY,0.40915477,0.30606860158311344
RSRC2,0.40884236,0.30295034780522906
PRMT2,0.40882432,0.2988726313264572
EIF1AX,0.40875912,0.3015111537538978
MRPL23,0.40870994,0.3046294075317822
RGS19,0.40840742,0.29935236267690096
GTF2A2,0.40825123,0.3065483329335572
SQSTM1,0.4082189,0.3034300791556728
TECR,0.40797585,0.30055169105301033
TLE4,0.40788952,0.29935236267690096
CHMP2A,0.40778142,0.2986327656512353
FYN,0.4077216,0.28975773566802593
WHSC1L1,0.40771613,0.29791316862556966
DUT,0.40650967,0.30223075077956346
WTAP,0.40642616,0.30007195970256656
MRPL52,0.4056131,0.3036699448308947
JAML,0.40512818,0.2811225713600384
CMTM6,0.40498292,0.28999760134324776
RPS19BP1,0.40498036,0.30247061645478535
LEF1,0.40497476,0.26577116814583834
RAB5C,0.40496215,0.30606860158311344
DOCK8,0.40461406,0.2986327656512353
POLE4,0.40457934,0.2940753178220197
MRPL57,0.40453586,0.30558887023266973
EWSR1,0.40449217,0.3027104821300072
COX17,0.40386352,0.2955145118733509
TNFRSF14,0.40241313,0.30103142240345404
TUBA4A,0.40230417,0.28735907891580714
GABPB1,0.40204024,0.2947949148476853
TBCB,0.4013111,0.30007195970256656
POLR2J,0.40069807,0.30295034780522906
LYAR,0.40037143,0.24538258575197888
ANP32A,0.39934596,0.2967138402494603
PSMB6,0.39905638,0.30295034780522906
FAM133B,0.39890784,0.29455504917246345
KLF4,0.39853716,0.23314943631566323
STAT3,0.39807191,0.2919165267450228
DHRS7,0.3977744,0.293355720796354
LSM14A,0.39637846,0.2955145118733509
SNX2,0.39616978,0.28184216838570403
PSIP1,0.39574525,0.28711921324058526
PSMA3-AS1,0.39561412,0.28663948189014155
TMEM243,0.39436382,0.29311585512113214
OXA1L,0.39379472,0.2962341088990165
PDCD6,0.3937743,0.2988726313264572
HIST1H4C,0.39334762,0.2808827056848165
KIAA1551,0.39305568,0.2808827056848165
LAMTOR2,0.39305046,0.2926361237706884
IFRD1,0.39187253,0.28208203406092586
CYTH1,0.3918378,0.2887982729671384
PDCD4,0.39159882,0.28639961621491966
SPOCK2,0.39119002,0.27440633245382584
DSTN,0.3905328,0.2868793475653634
TPR,0.390328,0.2849604221635884
HP1BP3,0.39011407,0.29143679539457906
USP15,0.38982657,0.28639961621491966
CD55,0.38973525,0.2849604221635884
NFKBIZ,0.38915125,0.27056848165027586
NDUFAF3,0.38824844,0.29143679539457906
CCDC12,0.38796368,0.28927800431758216
SEPW1,0.3876416,0.28975773566802593
RHOF,0.38735428,0.2861597505396978
LY86,0.38710564,0.2566562724874071
SRI,0.38665578,0.293355720796354
POU2F2,0.3864242,0.26936915327416644
MRPS34,0.38616976,0.2919165267450228
MTPN,0.38597253,0.2811225713600384
HAX1,0.38537917,0.29143679539457906
TAGAP,0.38486707,0.27920364595826336
ZC3H15,0.3843975,0.2883185416166946
THRAP3,0.38412517,0.2883185416166946
PPT1,0.3840265,0.2768049892060446
REEP5,0.38383895,0.2840009594627009
XRN2,0.38379824,0.28448069081314464
CCR7,0.38333422,0.25497721276085394
CYBB,0.3829254,0.23410889901655074
CCNDBP1,0.3826046,0.2847205564883665
APLP2,0.3824919,0.25857519788918204
RNF7,0.3824688,0.2911969297193572
MT2A,0.38212144,0.2600143919405133
ARL5A,0.3819092,0.285680019189254
TRA2A,0.38126695,0.278004317582154
UBE2N,0.38118052,0.2887982729671384
FGR,0.38115996,0.2537778843847445
IGBP1,0.38106647,0.2868793475653634
SIVA1,0.38103995,0.2887982729671384
NDUFB3,0.3810301,0.2887982729671384
C20orf24,0.38094848,0.28232189973614774
EIF5B,0.38083774,0.2828016310865915
CFLAR,0.38040107,0.28208203406092586
OSBPL8,0.3801703,0.2782441832573759
ZEB2,0.38016552,0.2544974814104102
NDUFAB1,0.38014132,0.2909570640441353
DNAJB6,0.37984475,0.28208203406092586
CAPN2,0.37957558,0.2808827056848165
NAMPT,0.37954262,0.23674742144399136
SNHG25,0.3794777,0.2832813624370353
SUPT4H1,0.37945893,0.2801631086591509
C1orf56,0.37936956,0.24514272007675703
EIF2A,0.37908465,0.28711921324058526
ITGB1,0.37883782,0.2513792276325258
UBXN4,0.37849325,0.2830414967618134
SRSF10,0.3782527,0.2830414967618134
CASP1,0.3777205,0.2643319740945071
DRAM2,0.37744406,0.2770448548812665
TMED9,0.37656704,0.28184216838570403
PRKAR1A,0.37624893,0.2830414967618134
TAOK3,0.3750527,0.28208203406092586
GADD45B,0.37470856,0.2631326457183977
RPN2,0.37400118,0.2770448548812665
MS4A1,0.3735622,0.1839769728951787
LINC00861,0.3726332,0.2602542576157352
SYTL1,0.3722028,0.2770448548812665
EIF1AY,0.3719875,0.27632525785560086
ISG15,0.37190276,0.2660110338210602
BRD2,0.3715452,0.27560566082993526
ATRAID,0.37124974,0.28208203406092586
APH1A,0.37059107,0.2828016310865915
VMP1,0.36971486,0.2672103621971696
CAMLG,0.36945894,0.2789637802830415
HSPD1,0.36914676,0.2782441832573759
AMD1,0.36895007,0.27632525785560086
RP11-160E2.6,0.3688579,0.2561765411369633
PHB2,0.3687366,0.2808827056848165
CFP,0.36854097,0.2324298392899976
KPNB1,0.36843967,0.276085392180379
PSMB8-AS1,0.36822888,0.272247541376829
SPG21,0.36796987,0.27392660110338213
MKRN1,0.36763737,0.27656512353082274
SNRPC,0.36732915,0.2825617654113696
MYLIP,0.36664826,0.2640921084192852
FERMT3,0.3665206,0.2724874070520509
MGEA5,0.36602956,0.2710482130007196
RNF181,0.3657512,0.2724874070520509
SSR1,0.36563838,0.2732070040777165
ACP1,0.36478856,0.2748860638042696
ABHD14B,0.36446393,0.27848404893259776
SLIRP,0.3638762,0.27560566082993526
EMC10,0.36267206,0.2729671384024946
THOC7,0.3623262,0.2724874070520509
BAZ1A,0.3618682,0.26936915327416644
PNRC2,0.36155656,0.2710482130007196
MYDGF,0.36092898,0.2710482130007196
MFNG,0.3607422,0.2700887502998321
FLT3LG,0.36057612,0.2537778843847445
CYLD,0.35969883,0.26840969057327896
CRBN,0.3591469,0.2672103621971696
DCK,0.35896707,0.2696090189493883
PBXIP1,0.35887948,0.25833533221396016
JMJD1C,0.35880765,0.2681698248980571
POLR2G,0.35853156,0.26864955624850084
UBE2L6,0.35801938,0.2700887502998321
SVIP,0.3578996,0.25857519788918204
MAGOH,0.3578984,0.2724874070520509
CD68,0.35722625,0.21300071959702566
NDUFA5,0.3570504,0.2748860638042696
PAK2,0.35685432,0.2681698248980571
TIMM13,0.35658655,0.26649076517150394
C16orf13,0.35643604,0.2724874070520509
LSM4,0.35637337,0.2729671384024946
KIF5B,0.35615754,0.272247541376829
PPHLN1,0.35506558,0.2691292875989446
G3BP2,0.35485765,0.26553130247061646
TCEB1,0.35443744,0.2700887502998321
SNRNP70,0.35441962,0.2698488846246102
MRFAP1,0.35410106,0.26840969057327896
VPS51,0.3538194,0.26864955624850084
CHMP4B,0.35367772,0.2669704965219477
CCT3,0.35313165,0.2688894219237227
CMC1,0.3530274,0.1959702566562725
SNRPD3,0.3528604,0.2700887502998321
HNRNPA1L2,0.35284224,0.26864955624850084
RAB2A,0.35256058,0.26769009354761336
MRPL41,0.35244215,0.26553130247061646
ADAR,0.35149142,0.2631326457183977
C6orf62,0.35000977,0.26625089949628206
POLR2K,0.34997633,0.2674502278723915
CD8B,0.34991702,0.19525065963060687
C17orf89,0.34923154,0.2667306308467258
PRKCSH,0.34920803,0.26577116814583834
MYCBP2,0.34911144,0.2612137203166227
SMAP2,0.34905756,0.2640921084192852
ANXA7,0.34902388,0.2679299592228352
STT3B,0.34855708,0.264571839769729
SSNA1,0.3482888,0.2674502278723915
KARS,0.34777224,0.26625089949628206
HNRNPH3,0.34766647,0.26145358599184454
DGKZ,0.34738523,0.2573758695130727
FOXN3,0.34701225,0.26265291436795396
SOCS3,0.346907,0.24178460062365076
GGNBP2,0.3465097,0.2616934516670664
HSPB1,0.34630758,0.25785560086351644
SLTM,0.34582746,0.26145358599184454
AKNA,0.34582022,0.2566562724874071
IGLC2,0.34561795,0.18133845046773805
VAMP5,0.34517384,0.2544974814104102
CNOT7,0.34476995,0.2609738546414008
TLN1,0.3445717,0.2544974814104102
APBB1IP,0.34455076,0.2612137203166227
SDHC,0.34445634,0.2679299592228352
RAB11A,0.34410354,0.2638522427440633
ILF3-AS1,0.34398213,0.2552170784360758
PSMA5,0.34394273,0.26145358599184454
MED10,0.34336704,0.25785560086351644
ADGRE5,0.34315622,0.2520988246581914
CCDC59,0.3428805,0.25833533221396016
ATF6B,0.34281224,0.2568961381626289
MARCKSL1,0.34261626,0.24298392899976012
CAT,0.34188274,0.2571360038378508
BIRC3,0.34183967,0.23698728711921324
TMC6,0.34146744,0.2571360038378508
CYC1,0.341308,0.2600143919405133
CNIH1,0.34020653,0.2609738546414008
BNIP3L,0.33998057,0.250899496282082
NUDC,0.33977583,0.2619333173422883
PPCS,0.33974847,0.25857519788918204
AIMP1,0.33920887,0.25065963060686014
BUB3,0.3391802,0.2552170784360758
SPN,0.33908033,0.24874070520508515
RNF167,0.33880815,0.25281842168385704
AKAP9,0.33862472,0.24946030223075077
TMCO1,0.338548,0.2573758695130727
SSR3,0.3382995,0.2544974814104102
CD14,0.3380208,0.18853442072439433
YWHAE,0.33788872,0.25065963060686014
TWF2,0.33782408,0.25761573518829456
RBM17,0.33771735,0.2542576157351883
TRAPPC6A,0.3376041,0.2602542576157352
SRP72,0.33740643,0.25833533221396016
MRPL51,0.33737826,0.2559366754617414
POLR3GL,0.33731896,0.2561765411369633
CCNH,0.3369785,0.2511393619573039
TMEM165,0.33667356,0.2540177500599664
CDKN2D,0.33665198,0.24802110817941952
STRAP,0.33640453,0.2595346605900696
SHISA5,0.33638114,0.2561765411369633
C1orf43,0.33624086,0.2595346605900696
ATG3,0.3361987,0.24514272007675703
LDLRAP1,0.336063,0.2384264811705445
SFT2D1,0.33582407,0.25545694411129766
COPS6,0.33531278,0.25761573518829456
CCNG1,0.33520928,0.25473734708563206
TMEM147,0.3351668,0.25761573518829456
LINC01420,0.33486617,0.25257855600863516
ICAM2,0.33482257,0.24994003358119454
TNFAIP3,0.33481702,0.23746701846965698
PSMG2,0.33466026,0.2561765411369633
ETFB,0.3345437,0.2552170784360758
PTPN2,0.3344676,0.2516190933077477
FRG1,0.3341053,0.2501798992564164
CCT6A,0.33409768,0.25833533221396016
BRI3,0.3340718,0.23410889901655074
PFDN2,0.33362523,0.2564164068121852
RNF130,0.33339304,0.21995682417846008
CH17-189H20.1,0.33287212,0.24418325737586952
FKBP2,0.33273232,0.2473015111537539
CCT7,0.33230507,0.25281842168385704
RHOB,0.33207005,0.21108179419525067
SNX6,0.33174464,0.25473734708563206
LYST,0.33168805,0.23075077956344447
ERP44,0.33142456,0.25281842168385704
RBL2,0.33127075,0.24514272007675703
YY1,0.3306005,0.2501798992564164
PDLIM2,0.33051306,0.25041976493163826
ARPC5L,0.3302416,0.23986567522187574
CCL3,0.3297901,0.17150395778364116
TRABD,0.32961366,0.24802110817941952
RBMS1,0.32949382,0.24562245142720077
BUD31,0.32941955,0.24970016790597266
LYN,0.32870966,0.22475413768289756
NDUFA6,0.32824734,0.24994003358119454
TTC19,0.32803482,0.24658191412808828
MRPS6,0.3279077,0.2473015111537539
NAP1L4,0.32776922,0.24946030223075077
MGAT4A,0.32760164,0.243223794674982
EMB,0.32726508,0.24274406332453827
PCMT1,0.32648316,0.24970016790597266
CYTH4,0.32646662,0.2461021827776445
PPP1R12A,0.32644114,0.24682177980331016
ARL4A,0.32635462,0.23746701846965698
GABARAP,0.32629672,0.23722715279443513
IFI27L2,0.32629368,0.23794674982010075
